1	22038
2	22667
3	28528
4	14354
5	14950
6	18966
7	21319
8	20764
9	16926
10	15991
11	14338
12	18655
13	18985
14	23634
15	14420
16	32791
17	39338
18	22128
19	26570
20	22460
21	29441
22	21023
23	20709
24	23227
25	17618
26	19118
27	24487
28	16819
29	17062
30	23389
31	29584
32	18131
33	26811
34	31145
35	27704
36	22278
37	20110
38	21059
39	22075
40	21867
41	25092
42	21285
43	24339
44	26731
45	23827
46	26671
47	29777
48	32788
49	23052
50	24973
51	31359
52	26528
53	25917
54	28327
55	21365
56	23450
57	29361
58	26272
59	25004
60	29166
61	88648
62	84721
63	99136
64	62244
65	66062
66	69113
67	37584
68	47765
69	44753
70	41629
71	48928
72	34300
73	50340
74	50222
75	36949
76	74636
77	116122
78	89233
79	67586
80	66488
81	55199
82	51089
83	41028
84	51560
85	32273
86	34915
87	70139
88	40273
89	41525
90	40061
91	78097
92	94234
93	101787
94	48208
95	54060
96	66527
97	54347
98	49622
99	46308
100	63654
101	64200
102	49647
103	35864
104	42195
105	43201
106	71319
107	108183
108	85893
109	73507
110	71957
111	72187
112	44509
113	47886
114	73254
115	51758
116	57169
117	43478
118	41458
119	42964
120	39885
121	165316
122	154210
123	157360
124	113862
125	116211
126	113928
127	108121
128	110298
129	129090
130	65084
131	68874
132	83728
133	72455
134	64439
135	74089
136	160716
137	165296
138	154683
139	113905
140	113701
141	137972
142	132626
143	138636
144	89839
145	88441
146	86965
147	96300
148	78078
149	68569
150	68823
151	197332
152	170145
153	191606
154	147757
155	153331
156	176831
157	88983
158	88088
159	115574
160	100181
161	88913
162	92432
163	78271
164	75258
165	89430
166	188609
167	177894
168	218106
169	170480
170	163159
171	114761
172	110291
173	111060
174	128030
175	95929
176	82593
177	105221
178	101897
179	98545
180	98932
181	425445
182	411588
183	424740
184	297949
185	312632
186	279973
187	256328
188	250266
189	247944
190	189696
191	195699
192	224188
193	166626
194	173822
195	203111
196	445082
197	472382
198	457321
199	280182
200	292295
201	308725
202	227140
203	218236
204	265263
205	210924
206	214742
207	187494
208	187166
209	195059
210	193679
211	509184
212	492622
213	452961
214	351653
215	340837
216	298779
217	264245
218	254362
219	279331
220	196346
221	199400
222	242905
223	211683
224	205494
225	240380
226	505733
227	428849
228	455249
229	273960
230	289687
231	337339
232	269173
233	271505
234	249746
235	219893
236	217724
237	218928
238	239257
239	241412
240	236627
