1	25115
2	23231
3	39402
4	14730
5	15761
6	19051
7	21031
8	21064
9	17388
10	16052
11	14504
12	18977
13	18873
14	23856
15	14354
16	37707
17	39416
18	25841
19	26461
20	23685
21	29631
22	21482
23	21108
24	23461
25	17871
26	19131
27	24816
28	16843
29	17017
30	23066
31	33878
32	21791
33	32437
34	30746
35	27885
36	22738
37	20128
38	21330
39	22250
40	21470
41	25248
42	21038
43	24502
44	26587
45	23891
46	35575
47	33969
48	37077
49	23568
50	24299
51	31635
52	26453
53	25833
54	27866
55	21414
56	23578
57	29858
58	26331
59	25236
60	28424
61	100443
62	97848
63	116417
64	79485
65	74137
66	81018
67	43407
68	48849
69	55441
70	42232
71	50291
72	34660
73	51948
74	51202
75	38347
76	80464
77	128170
78	110707
79	83657
80	81139
81	61410
82	59131
83	58840
84	59416
85	33800
86	36840
87	71112
88	40805
89	42021
90	40258
91	83899
92	112383
93	122363
94	56214
95	62704
96	77428
97	62035
98	61363
99	49359
100	67356
101	67259
102	50504
103	36803
104	43166
105	43553
106	76308
107	131201
108	93079
109	81301
110	78761
111	77554
112	48888
113	52071
114	87562
115	51090
116	59049
117	45548
118	41864
119	43300
120	40403
121	165494
122	171402
123	158084
124	114412
125	115765
126	127913
127	110543
128	112122
129	142275
130	74201
131	79475
132	96879
133	78481
134	73531
135	80976
136	180561
137	172411
138	163429
139	124889
140	128644
141	145940
142	140969
143	150685
144	99584
145	96861
146	98165
147	107892
148	89632
149	87474
150	85310
151	214821
152	168725
153	201950
154	155188
155	154887
156	209415
157	91411
158	93295
159	117730
160	112490
161	100717
162	105915
163	89674
164	85534
165	102776
166	211982
167	199860
168	221993
169	195850
170	193617
171	122506
172	119579
173	110457
174	144425
175	109141
176	103524
177	114514
178	113920
179	108409
180	108106
181	470859
182	444356
183	457152
184	319836
185	327588
186	295296
187	272644
188	267847
189	254318
190	205211
191	210573
192	237561
193	177659
194	180657
195	210742
196	479689
197	505459
198	489215
199	309795
200	304411
201	348055
202	241234
203	250211
204	278397
205	230167
206	228647
207	225213
208	198769
209	210758
210	203500
211	577640
212	506369
213	468252
214	386375
215	367940
216	328932
217	276303
218	278773
219	292603
220	222964
221	224020
222	271312
223	221220
224	218574
225	247559
226	572532
227	461131
228	515890
229	307677
230	329841
231	376903
232	297248
233	285081
234	284489
235	263318
236	254737
237	251546
238	241465
239	258812
240	244636
