1	1703155
2	1829179
3	1831970
4	1266222
5	1308148
6	1304068
7	945132
8	1049752
9	949962
10	776967
11	901604
12	842653
13	657372
14	636883
15	746704
16	594582
17	613112
18	577021
19	1896887
20	1992257
21	1785722
22	1206375
23	1133066
24	1163832
25	970185
26	1029891
27	1084572
28	919128
29	759320
30	899518
31	703229
32	737861
33	828252
34	754531
35	631870
36	696514
37	1910743
38	2024269
39	1923236
40	1448103
41	1492855
42	1366125
43	1081703
44	1025320
45	1091154
46	864092
47	910551
48	882629
49	830016
50	760872
51	822025
52	626111
53	694560
54	729961
55	6485364
56	6943109
57	6545127
58	4535357
59	4224369
60	4235005
61	3504653
62	3698595
63	3839640
64	2867825
65	2774487
66	2619729
67	2324784
68	2454999
69	2536513
70	2091198
71	2282795
72	2068082
73	6747199
74	6497000
75	6942628
76	4916391
77	4388043
78	4405241
79	3701937
80	3446470
81	3556391
82	2839590
83	2962878
84	3128831
85	2463930
86	2477875
87	2470961
88	2215078
89	2211117
90	2344939
91	7624137
92	6888571
93	6632452
94	5070090
95	4926887
96	4856252
97	3808122
98	4037683
99	3589555
100	2906299
101	3011832
102	3163752
103	2613454
104	2606016
105	2535149
106	2215375
107	2364050
108	2299803
109	14764814
110	14950600
111	15060397
112	9836111
113	9771260
114	10137830
115	7692456
116	7453907
117	7799248
118	6348290
119	6376764
120	6054932
121	5142351
122	4986429
123	5065855
124	4405208
125	4252276
126	4625827
127	16015156
128	14378253
129	14907894
130	10743798
131	10582055
132	10291253
133	7559164
134	8124627
135	7266723
136	6818415
137	6830062
138	5886833
139	5254639
140	5500953
141	4909482
142	4606166
143	4663944
144	4621238
145	15024255
146	16321371
147	16080775
148	10482696
149	9683997
150	10503460
151	7644409
152	7968708
153	8360280
154	6780937
155	6175512
156	6387827
157	5505755
158	5176113
159	6105156
160	4767906
161	4665319
162	5045477
163	27082394
164	25454680
165	26970610
166	17127491
167	18760656
168	17142873
169	13904381
170	13116926
171	13628713
172	11226340
173	11104863
174	10717273
175	9155030
176	9547901
177	9357933
178	8149200
179	7943810
180	7614445
181	27113492
182	26750924
183	28985101
184	17336159
185	18241117
186	18450475
187	15108944
188	12799512
189	13127718
190	11116909
191	11083563
192	10768401
193	9389753
194	9387327
195	9455312
196	8201504
197	8623487
198	8440234
199	27902026
200	27209083
201	25918581
202	18055568
203	17703759
204	17908278
205	13722364
206	13697674
207	14072013
208	11567015
209	11661355
210	11252840
211	9205813
212	9650619
213	9511371
214	8536158
215	8256464
216	8404138
217	39346888
218	39399593
219	41821837
220	27788511
221	26696990
222	29370143
223	18806798
224	21134850
225	21019631
226	16865702
227	16880198
228	16291787
229	13763517
230	13845885
231	14257247
232	11591556
233	12738452
234	11825686
235	42536501
236	41508793
237	43466707
238	26304090
239	28967592
240	27786871
241	21303650
242	20951119
243	20614127
244	16604636
245	17697957
246	17389885
247	14014934
248	14968923
249	14705337
250	11817130
251	12523957
252	13432735
253	43229566
254	40455229
255	40835703
256	26709023
257	27319993
258	28251374
259	22470529
260	20522386
261	22143349
262	16695681
263	17802379
264	17369700
265	14933040
266	13752904
267	14312342
268	13052652
269	12586755
270	13168977
