1	1850515
2	1974270
3	1962353
4	1332316
5	1416590
6	1433319
7	1010139
8	1106932
9	1052949
10	845894
11	962095
12	943528
13	714940
14	677885
15	788261
16	647319
17	679083
18	621127
19	2050543
20	2125171
21	1911813
22	1323186
23	1229679
24	1255648
25	1028152
26	1063915
27	1113751
28	971237
29	842139
30	989366
31	775875
32	796042
33	890062
34	806749
35	678797
36	742639
37	2037975
38	2191969
39	2083838
40	1587724
41	1622216
42	1455389
43	1161365
44	1086075
45	1175270
46	916488
47	980348
48	984430
49	887419
50	802803
51	871204
52	703152
53	749673
54	792576
55	7060279
56	7448434
57	7080851
58	4967427
59	4564146
60	4531895
61	3854473
62	3994733
63	4141005
64	3132515
65	2981833
66	2906494
67	2475321
68	2559420
69	2742134
70	2298118
71	2480250
72	2247181
73	7311657
74	7120202
75	7533071
76	5330545
77	4671342
78	4837241
79	3972732
80	3646146
81	3834227
82	3102048
83	3214988
84	3312392
85	2667908
86	2641794
87	2684793
88	2427474
89	2438883
90	2565772
91	8306400
92	7436613
93	7397909
94	5359301
95	5403871
96	5198443
97	4120552
98	4345288
99	3918001
100	3177108
101	3301091
102	3461591
103	2856477
104	2823454
105	2779619
106	2301387
107	2543092
108	2485940
109	15790184
110	16006594
111	16015296
112	10577234
113	10536732
114	11426988
115	8316733
116	8121552
117	8379873
118	6828520
119	6903846
120	6534033
121	5525006
122	5331473
123	5448840
124	4761806
125	4578317
126	4976595
127	17260711
128	15747650
129	16070904
130	11767265
131	11639055
132	11123249
133	8203441
134	9052050
135	8017128
136	7396245
137	7399203
138	6356580
139	5518703
140	5955754
141	5342391
142	4986774
143	5047588
144	5100518
145	16095129
146	17575598
147	17146492
148	11351650
149	10432229
150	11333698
151	8426997
152	8746570
153	9038717
154	7422868
155	6625629
156	7020593
157	5944564
158	5657732
159	6551190
160	5249430
161	5035397
162	5418958
163	28896498
164	27207479
165	29188768
166	18401308
167	19944208
168	18638878
169	14792969
170	14357513
171	14419099
172	12166326
173	11872791
174	11662925
175	9893519
176	10292179
177	9918166
178	8713729
179	8437312
180	8221346
181	29362496
182	29011313
183	31333155
184	18507953
185	19585559
186	20221045
187	16275712
188	13988145
189	14210880
190	12022512
191	11842762
192	11528946
193	10058121
194	10269967
195	10219460
196	8751546
197	9348894
198	9188832
199	30677175
200	29753013
201	28324800
202	19492667
203	18811041
204	19504707
205	14902040
206	14803320
207	15511433
208	12632359
209	12468410
210	12133077
211	10031465
212	10267471
213	10176080
214	9363184
215	8847922
216	8955189
217	42341657
218	42533653
219	45274900
220	30314440
221	28820403
222	31827879
223	20318744
224	22430951
225	22333849
226	17911926
227	18151235
228	17757999
229	14810172
230	14886637
231	15544765
232	12455285
233	13728309
234	12686675
235	45328171
236	44571882
237	46866457
238	28512428
239	31068001
240	29507102
241	22700382
242	22469401
243	22074717
244	18194900
245	18999532
246	18904636
247	14988037
248	16237540
249	16110784
250	12626466
251	13437259
252	14384041
253	46752379
254	43478624
255	44357681
256	28904305
257	29391485
258	30085177
259	23793799
260	21976879
261	23762436
262	18202658
263	19364678
264	18632994
265	16054981
266	15062872
267	15301589
268	14045484
269	13289661
270	14082698
